NU_INSCRICAO,NU_ANO,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,CO_MUNICIPIO_NASCIMENTO,NO_MUNICIPIO_NASCIMENTO,CO_UF_NASCIMENTO,SG_UF_NASCIMENTO,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,IN_BAIXA_VISAO,IN_CEGUEIRA,IN_SURDEZ,IN_DEFICIENCIA_AUDITIVA,IN_SURDO_CEGUEIRA,IN_DEFICIENCIA_FISICA,IN_DEFICIENCIA_MENTAL,IN_DEFICIT_ATENCAO,IN_DISLEXIA,IN_DISCALCULIA,IN_AUTISMO,IN_VISAO_MONOCULAR,IN_OUTRA_DEF,IN_GESTANTE,IN_LACTANTE,IN_IDOSO,IN_ESTUDA_CLASSE_HOSPITALAR,IN_SEM_RECURSO,IN_BRAILLE,IN_AMPLIADA_24,IN_AMPLIADA_18,IN_LEDOR,IN_ACESSO,IN_TRANSCRICAO,IN_LIBRAS,IN_LEITURA_LABIAL,IN_MESA_CADEIRA_RODAS,IN_MESA_CADEIRA_SEPARADA,IN_APOIO_PERNA,IN_GUIA_INTERPRETE,IN_COMPUTADOR,IN_CADEIRA_ESPECIAL,IN_CADEIRA_CANHOTO,IN_CADEIRA_ACOLCHOADA,IN_PROVA_DEITADO,IN_MOBILIARIO_OBESO,IN_LAMINA_OVERLAY,IN_PROTETOR_AURICULAR,IN_MEDIDOR_GLICOSE,IN_MAQUINA_BRAILE,IN_SOROBAN,IN_MARCA_PASSO,IN_SONDA,IN_MEDICAMENTOS,IN_SALA_INDIVIDUAL,IN_SALA_ESPECIAL,IN_SALA_ACOMPANHANTE,IN_MOBILIARIO_ESPECIFICO,IN_MATERIAL_ESPECIFICO,IN_NOME_SOCIAL,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025,Q026,Q027
180010919135,2018,3154606,Ribeirão das Neves,31,MG,17.0,M,0.0,3,1,3106200.0,Belo Horizonte,31.0,MG,2,0,2,1.0,0,31002518.0,3106200.0,Belo Horizonte,31.0,MG,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3154606,Ribeirão das Neves,31,MG,1.0,1.0,1.0,1.0,448.0,453.0,458.0,460.0,540.4,572.0,491.6,534.2,ECACEDCEDAAEBECDEADBAAAEDADDEBAEBCDCEEBAAACAC,EACCDBBADAEABEACECDBBDEAAAECDEEABCDCADBCCADCA,99999BEEDBADEECECAEACBDDDBBADBCCBABABCBEEACDEAACBB,BCBABADABDABDBCAABCAEECDDDACEEDEDBEBBEEAEABDA,1,BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD,1.0,140.0,120.0,120.0,120.0,100.0,600.0,B,B,C,C,5,E,A,C,D,C,A,B,A,B,A,B,A,A,B,A,A,E,B,B,B,B,A
180011344072,2018,2105302,Imperatriz,21,MA,32.0,F,1.0,3,1,2101202.0,Bacabal,21.0,MA,1,12,1,3.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2105302,Imperatriz,21,MA,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1,,,,,,,,,,,,B,B,A,A,5,B,A,B,C,A,A,B,A,A,A,B,A,A,B,B,A,C,A,A,A,A,A
180009413273,2018,1200401,Rio Branco,12,AC,30.0,M,0.0,1,1,1200401.0,Rio Branco,12.0,AC,1,10,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200401,Rio Branco,12,AC,1.0,1.0,1.0,1.0,450.0,453.0,458.0,461.0,479.4,574.4,418.0,520.7,EBCCAECDEEBAADCAEEDBACBBECCEDBAEACBECBCAECEDA,EABDAEEEEAECBAAAEBCBEABACDABABEAEBAEAACEDBAEB,99999EEDEDEEDABACEEABCCB*BACAECABAEBEACEADBEEDCDAA,AAEAEAACBDEBEADEBABCEEAAAADBEECBEABADAADCEBDB,1,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1.0,120.0,120.0,80.0,100.0,20.0,440.0,A,B,C,B,5,B,B,B,B,A,A,B,A,B,B,A,A,A,B,B,A,C,A,A,A,A,A
180011828411,2018,2507507,João Pessoa,25,PB,15.0,M,0.0,3,1,2611606.0,Recife,26.0,PE,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2507507,João Pessoa,25,PB,1.0,1.0,1.0,1.0,450.0,453.0,458.0,461.0,435.6,447.5,437.8,437.0,CEBCEEBCEDABDDEAACBADEDDABDDDCDECEDECBADDBACB,CCCABEDADECDDBBDEBEECDB*EBAACDABCDEDCBABCDEDC,EEEED99999EACEDCABDADBDDDBEDBDDCEAABCAABBCCBBBAAAE,DCCCDBABADBCBEEBCCCDDBBBBCDBBCCEBABABCDEDCBAB,0,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,4.0,0.0,0.0,0.0,0.0,0.0,0.0,E,E,F,D,4,D,A,C,C,A,A,B,A,B,B,B,A,B,B,A,B,E,B,C,B,C,A
180007781246,2018,3509205,Cajamar,35,SP,17.0,F,0.0,1,1,3525904.0,Jundiaí,35.0,SP,2,0,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3509205,Cajamar,35,SP,1.0,1.0,1.0,1.0,450.0,452.0,456.0,461.0,448.2,552.7,458.6,535.3,DBAAECBAADCBACCBDABADCABEEACCEABBDCBDDCBCDECA,BDAAAADBABDBDABEBCDCCEBADECBCEDAEBEACEBDACAAE,BECDC99999ABAECCCABCBEEBBECADCCDBBDBDCCDEDEABBEBCD,AAEECECDAEACEAEDBDEBDCABAEBACBDEDAABAEBAAAABC,0,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC,BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1.0,120.0,80.0,40.0,100.0,20.0,360.0,E,E,C,F,4,G,A,D,D,A,A,B,A,B,A,B,A,A,C,B,A,E,B,B,B,B,A
180010757830,2018,2603504,Camocim de São Félix,26,PE,18.0,M,0.0,2,1,2601904.0,Bezerros,26.0,PE,2,0,2,1.0,0,26083639.0,2603504.0,Camocim de São Félix,26.0,PE,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2601904,Bezerros,26,PE,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,H,C,A,A,5,A,A,B,D,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A,B,A
180007701404,2018,2611606,Recife,26,PE,39.0,F,1.0,3,1,2611606.0,Recife,26.0,PE,1,12,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2611606,Recife,26,PE,1.0,1.0,1.0,1.0,450.0,454.0,457.0,461.0,449.5,486.4,378.9,452.1,BBBEECEDEAAEABCCDEDDAEBEAABBDBCCBEAABEDBDCAAD,CEEAEEAAAAEEAEDBEEBABDABCABAEABACCEABBEACDDBB,99999CABEACAABBADABDAABBDACCDABABCBDAACDADEBACEDAC,BAAECDCAABEACABECBCADABDAABAAACABEBAADACBDAEA,1,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1.0,140.0,40.0,40.0,100.0,40.0,360.0,C,E,B,B,4,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,B,A,B,A,A
180012704974,2018,3104205,Arcos,31,MG,26.0,M,0.0,3,1,3104205.0,Arcos,31.0,MG,1,9,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3104205,Arcos,31,MG,1.0,1.0,1.0,1.0,450.0,453.0,458.0,461.0,449.7,609.4,524.3,605.7,BABDAECAEACEACBDAACBAADBBBDBDBCABCBCABDBDDECD,ECBADECECAEDEABCEECABDAAEBABCDEACBACAABACCCCE,ECCCD99999DCDEAECECACBEDABEEAADDCCCDACADAAAEAEABAC,ADEAEEBEECBEDBDDBCDBCBBDBCDDDAAEDACBADABDBDBB,0,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1.0,80.0,120.0,120.0,100.0,60.0,480.0,E,G,D,D,3,I,A,C,D,C,A,B,B,A,A,A,A,B,B,A,A,D,A,A,B,A,C
180011021552,2018,1502707,Conceição do Araguaia,15,PA,23.0,M,0.0,1,1,1502707.0,Conceição do Araguaia,15.0,PA,1,6,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1502707,Conceição do Araguaia,15,PA,1.0,1.0,1.0,1.0,448.0,451.0,455.0,460.0,455.5,625.1,594.7,643.3,ABDDEEEBAAACBCBBEEDACDEBAAACCBCABCADDCECDBEAA,EABCCEDAECAEDCECBEECDECABADADDCDAABCBDCEBBAAE,99999BBCDBCEABADABACDEEDEABACDECACEBCECABECABBCADB,AEAAEBCBEAAADDCCACDEEADBBBDADCDDCDAEDCABBCABC,1,BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA,CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE,BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA,ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD,1.0,140.0,120.0,120.0,120.0,100.0,600.0,F,E,E,D,2,B,A,B,C,A,B,B,A,B,A,A,A,A,B,A,B,C,A,C,B,A,E
180012294288,2018,4304507,Canguçu,43,RS,26.0,M,0.0,1,1,4304507.0,Canguçu,43.0,RS,1,8,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4304507,Canguçu,43,RS,1.0,1.0,1.0,1.0,450.0,453.0,458.0,461.0,432.2,619.6,527.2,545.9,BBBCACBCDACCADEAECCECACCBAADDCDCAAECDCCACAADB,EDBEAEDEDACDBAAEACABCCBAEAADABEECEACAAEBDEAEC,99999EBCCCBBAAEEBECAADDBBBECDEEEDABABDCDDEDADBABDB,EDEAEEDEECBAEADDDACEDECCDBBCDABCBAACCECADDCCC,1,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1.0,80.0,80.0,60.0,120.0,20.0,360.0,B,H,C,B,3,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,B,A,B,B,A,A
180012789394,2018,2110708,São Domingos do Maranhão,21,MA,16.0,F,0.0,3,1,2103505.0,Colinas,21.0,MA,2,0,2,1.0,0,21131899.0,2110708.0,São Domingos do Maranhão,21.0,MA,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2110708,São Domingos do Maranhão,21,MA,1.0,1.0,1.0,1.0,447.0,453.0,458.0,459.0,474.2,424.4,397.9,414.0,DBAEDCDBAACECBBDBCBDCBADDEDBDDDACCADBAEBACEDD,DEBADEAEBCDDCEBBDACEDEEDBDACADBAEBDBADDDBCABD,DCEBC99999ADEDAECBAADBDCEDACBECACCDBABBBBADCBBADDD,ADDCCDEDABCEDBDDCBADCADDEECBAEBBDC*DEADCDECDD,0,BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB,1.0,100.0,40.0,40.0,80.0,0.0,260.0,B,H,A,A,3,A,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A,B,A
180008642449,2018,2927408,Salvador,29,BA,18.0,F,0.0,3,1,2927408.0,Salvador,29.0,BA,2,0,4,1.0,0,29199573.0,2927408.0,Salvador,29.0,BA,4.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2927408,Salvador,29,BA,1.0,1.0,1.0,1.0,447.0,451.0,455.0,459.0,617.9,660.6,640.2,573.6,EBDEBBCADEBCBBEDDEAEEBAACDDBCCBCBEAEEAEEBEADA,CACADBEDCDCEDEEAACEECDCABEBEDAEDECAEDABBABADE,BBDBC99999CECBABEBADAABDEBBADDDCACEDCEBABEAAABAABA,EAABECABEADDAADAAABDCDAADDEEAEAADAACEBCDADADA,0,BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED,CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE,BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA,ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB,1.0,120.0,120.0,140.0,120.0,140.0,640.0,G,E,E,E,3,N,A,C,D,C,A,B,B,B,B,B,B,B,B,A,B,D,B,D,B,B,D
180013482475,2018,4118204,Paranaguá,41,PR,17.0,M,0.0,3,1,4118204.0,Paranaguá,41.0,PR,3,0,1,,1,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4118204,Paranaguá,41,PR,1.0,0.0,0.0,1.0,467.0,,,470.0,424.1,,,501.3,ACEABCEADAEDACEBADECBDABDADBABBAACBDBDAAAC.AA,,,CDBABACDABABBACEEBADBACCAACCADEBAEEADABABBCCA,0,BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA,,,ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD,,,,,,,,C,C,C,B,4,C,A,B,D,B,A,B,B,B,A,B,A,B,C,B,B,E,A,A,A,C,A
180007980875,2018,2401008,Apodi,24,RN,16.0,F,0.0,3,1,3518800.0,Guarulhos,35.0,SP,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2401008,Apodi,24,RN,1.0,1.0,1.0,1.0,450.0,454.0,457.0,461.0,409.4,528.1,509.7,488.8,DBAAEBBCCBCBECDCBDCCDECDBDBAECBDACCEAEBDCCABD,CDABCCBCADDCADCDDBECDCCDEACDDADDCCCEBCDDDCDCE,ABCDA99999CAACCAAEBDEBEDDCDEDCCDECABDDACBCABABDBBD,DDBCBCDCD.EBCCAEDDABACDBDACBBEADEAAADEBCEDDAE,0,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1.0,120.0,120.0,100.0,80.0,40.0,460.0,E,B,A,A,3,B,A,C,C,B,B,B,A,B,A,B,A,A,C,A,A,D,A,B,B,C,A
180011014139,2018,2906402,Candeal,29,BA,40.0,F,1.0,3,1,2906402.0,Candeal,29.0,BA,1,12,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2930501,Serrinha,29,BA,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1,,,,,,,,,,,,A,A,A,A,1,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A
180009537895,2018,2402303,Caraúbas,24,RN,17.0,F,0.0,3,1,2402303.0,Caraúbas,24.0,RN,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2402303,Caraúbas,24,RN,1.0,1.0,1.0,1.0,449.0,453.0,458.0,462.0,483.1,546.1,560.9,425.9,CCBBABCDBCDADAAEADCABCDCEBCECEBCCCACEECBBCBCE,EACDCBDEACBDABEACBBDACBCDEACDACBDBECADBACBDEC,99999EACABDAEBDEBAABBCADEBECBABECBBBBABDCACDCDABAD,EBCDAECBECADAECDAABCACBDBECADABBACDAEACDAECBA,1,EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA,1.0,140.0,120.0,120.0,120.0,60.0,560.0,D,E,A,B,3,B,A,B,C,A,B,B,B,A,A,A,A,A,B,A,A,C,A,A,B,C,E
180007634099,2018,1302603,Manaus,13,AM,22.0,F,0.0,3,1,1301407.0,Eirunepé,13.0,AM,1,5,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1302603,Manaus,13,AM,1.0,1.0,1.0,1.0,447.0,451.0,455.0,459.0,405.5,451.0,512.8,405.2,DBCCBADAADECBDBDABCDCDECDCDACCDEBACDBDDECCADA,CCBABBADCDBEDEAACBADEDABCCBAEBDCDDABDAEDEADCA,99999ACDEBDECBABACBCDAEDCDBDBDCBABABDEDBEABECBAADB,BDCAEABBDEAABEABADBBCEADCADCDECEBAAEBDACEEACA,1,BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED,CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE,BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA,ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB,1.0,120.0,120.0,120.0,120.0,40.0,520.0,E,E,D,B,5,E,A,B,C,A,B,B,A,A,A,A,A,A,B,B,A,C,A,A,A,A,A
180010670841,2018,2909802,Cruz das Almas,29,BA,28.0,F,0.0,2,1,2304400.0,Fortaleza,23.0,CE,1,9,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2909802,Cruz das Almas,29,BA,1.0,1.0,1.0,1.0,448.0,454.0,457.0,460.0,616.6,680.3,597.8,444.9,DCADECEBABDCDCBEABDCDECDBACDBDCBCABAEDBEAEAEE,CDACAABDDEEDBBEDAEDBCBEAEEEBCEEAEAECCBADACACA,99999BBDCAECAEBABCCBEBEDBDDABABDCCBCEEBCACBCABCACD,EBCDEEDBDEBADDCCBEADBDDDCDAABCAEBACCBBBEBDDDD,1,BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD,1.0,160.0,160.0,120.0,140.0,140.0,720.0,H,E,F,D,2,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,A,A,B,A,A,A
180008037463,2018,4302105,Bento Gonçalves,43,RS,58.0,M,2.0,1,1,4302105.0,Bento Gonçalves,43.0,RS,1,6,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4302105,Bento Gonçalves,43,RS,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1,,,,,,,,,,,,B,B,A,A,2,H,B,B,C,B,A,C,A,B,A,A,A,B,C,A,A,B,A,A,A,A,A
180010471161,2018,5300108,Brasília,53,DF,19.0,F,0.0,2,1,5300108.0,Brasília,53.0,DF,1,2,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5300108,Brasília,53,DF,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,H,E,C,D,5,E,A,B,C,B,A,B,B,B,A,A,A,A,B,B,A,D,A,B,B,A,A
180010280444,2018,4313409,Novo Hamburgo,43,RS,19.0,F,0.0,1,1,4313409.0,Novo Hamburgo,43.0,RS,1,2,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4313409,Novo Hamburgo,43,RS,1.0,1.0,1.0,1.0,449.0,452.0,456.0,462.0,482.3,641.6,566.1,599.2,ADACBBBDABBDEADEACBDDBCEBAADBBDCAEECCABBEBAAD,AECAAEBBDABEACDEAEECDEAEAEECDACAABEDECBAEADCC,BBCAC99999DBEDBACAADDABADABBDCCBBAEAEECDADBEAADACB,DDEBACDBABEBCDBCAACDCEEDABDCEBECECCCADADCEACB,0,EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE,AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC,BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB,ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA,1.0,120.0,120.0,120.0,120.0,40.0,520.0,F,E,D,D,5,M,A,E,E,B,A,C,C,B,B,B,A,B,D,A,B,E,B,E,B,A,B
180007258148,2018,4204202,Chapecó,42,SC,18.0,F,0.0,4,1,4204202.0,Chapecó,42.0,SC,2,0,2,1.0,0,42053919.0,4204202.0,Chapecó,42.0,SC,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4204202,Chapecó,42,SC,1.0,1.0,1.0,1.0,448.0,451.0,455.0,460.0,503.6,581.8,468.3,471.8,ECAABAEEEBDBAECAADCCDCDEDEACABCBCBBCACBEAACBA,AEAEBBAAECBEBEAEBCBCCEECDDDBDEEAAAAAEAABBBCCC,ECECA99999CDAEBBDBADBBADDAEBBCCBCAAABBBCDAAEBBDBAB,DCBBABCADDAEACCCCCDAECEBBDCCBDDBBCCABBBCECBBB,0,BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA,CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE,BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA,ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD,1.0,100.0,80.0,60.0,100.0,40.0,380.0,D,D,C,B,6,C,A,B,C,B,A,B,A,B,A,A,A,A,B,A,A,B,A,B,B,B,A
